order_id,products
1789166,117 44661 26369 39180
3171937,42342 41290 31343 42736 20082 1234
3338915,30850 16262 5640 45066 21903 21267 24852 37524 34969 30489 7079 24489 16185 7493 44632 19677 2270 19816 44910 28920
3288996,45445 31766 10163 26298 5487
2713579,31717
1524868,5653
758142,37646 5477 5991
2768518,48142 196 116
496852,45066 41665 27845 40146 24799 24852 27531 21903 16797
2553304,45061 47977 20463
2434863,44683 30489 21405 45603 13740 11199 26324 27104 26209 47209 35951 3957 13176
1848398,8193 47626 45 39475 4210 40706 38154 24852 31562
425121,24852 4210
217381,13176
1701855,38534 29594 47185
3332838,42804 26709 25825 12140
3182653,12932 2210 27104
2714025,20995 21292 35124 31683
2939459,21386 47209
1068653,39427 17949 42557 7781 21137 39578 204 24838 29447 24852 3957 4472 9598 21903 17872 5077
1210564,3583
2422793,5120 5640 28985 43961 27845
3401493,47209 25332 37646 24852 27521 7090 2482 36830
396231,26131 6291 22035 47912
3382935,48527 24852 16797 20919 43209 46676 31573 8536 5216 3184
2424198,17840 48734 36735 45437 15615
348909,7781 29285 21137 5785 169 27325 48835 5876 15613 38656 11556 17706 19261 8021 13176 21903 33198 22963 42450
2349426,21292
2421414,28928 21137 22035 47766 38689 27344 43772
2925730,45123 46802 24852 21903
3242314,13575 38928 47402 12341 24135 37710 32478
14453,36676
2189410,36397 43654 45763 43735 23288 20842 13176
3411492,25443
2669691,31371 42768 18963 46900 4799 42458
1541934,8834
617865,40338 19348
2939785,35842 45066 47626 26209 35951 46755 41149 25890 4920 19311 13176 21903 15290 45007 26604
2070775,16797 21288 21292 19660 43352 17122
812391,33000 32079 38768
174479,31116 24852 31384 19030 46045 46059
1986296,16908 8277 26209 31343 17583 35503 30391 20670 1244 33000 28476 19816 13166 6000 24964 21903 2450 22935 21405 23543
399100,13966 32403
2540168,19660 2966
2563884,33894 30340 21137 43154 34487 30391 260 24852 14146 36186 34160 1940 10749
578853,29500 37711 36695 26604
1762877,33000 6184 13176
869434,47626 15130 432 24184
2592047,46979 9623 34467 47141 17454 35761 17203 23102 27966 14147 48071 7631 27360 48226 9829 1514 17008 44410
683957,43154 11422 14127 14678 44397 13176 49533 31127 1463
82908,49247 24852 6104 26604
1674207,23693 24852 40604 45249 6347 44142 43891 23800
2761551,10132 26790 23375 8424 21497
1642643,8277 27744 21616 21137 5785 24852 27966 35652 5479 25513
816875,39275
2538839,13440 32684 19863 27356
2585037,26104 5161
531300,13176 11773
572200,14852 7693 11281 15902 10912 26790 17600 44245 31964 27360 4347 12564 12068 42834 23410 18811 48527 16786 17303 49054 31683 27104 31730
3097777,24658 24703 21131 26383 15650 39719 32102 22888 30108 29628 43456 5613 12782 9199
2415370,24852 2855 28204 4920 14947 46692 12791 24830
2969875,27730 44632 5785 21709 40709
2530745,33957 29373
887501,37496 35504 6341 27336 24838 37646 18234 29013 27521 12693 17871
3223309,25146 27845
45383,19558 6347
1637883,47107 12427 30247 28204 38200 32842 10070 16358 13176 43772
292890,40009 44177 27818 5818 20919
391114,10673 16696 35412 17900 48370 40310
1313039,130 41276
1808557,30720 24852 26047
1684047,48210 43616
2652619,36865 20995 26209 21137 13176 49026 14218 40852 33198
205709,45570 22025 45116 49215 7781 33384 47209 20590 29307 5770 38557 5818 29387 45815 48395 24852 9550 39275 19348 31640 40345 17316 10673 39877 45007
1194804,26759 10473
1771437,21137 1086
1002861,28289 1695 15655 13176 49075
3257882,26759 21137 46363 29223 19660 43352
1972318,6347 35503
657706,34050 21903 24852 49075 45007 39121 32747 4210
2818639,20940 30162 13176
3198003,47144 48205 47766 42265
379863,47792 18523 34270 15327 3818 8174 3957 39928 33787
380396,24852 44570 4920 41540 36685 44116 27104 47209
1056915,46979 47242 47766 16797 28204 39275 6383 38267
1736886,29447 21137 24852 43961 27845 8277 13660
127834,34380 42633 26348 13176 8174
2450081,27845
767249,39561 5134 37646 40342 28311 23579 34969 41238 5918 16797 15649 20899 38689 22969 43961 15290 28628 44632 28132 30192 32757 13176
788713,8277 5876
1313229,26209 47209 35951 19057 20114 28985 27966 39275 13176 21903 38293 22935 21927 24489 21938 8174
2739658,37388 27086 29544 3957 13176
2290504,14947
805683,1234
511036,35461 21137 17949 27845 36305 19046 13176
919058,21376 40706 5902 24852 16797 22825 35628 33198 28990 23102 8012 43352 7781 20327 43629 9076 29941
1252855,21903 24852 47766 44910
2737256,25347 21903 21288 32047 11568 7631 43611 16607
2522388,47626 49683 24852 19145
1643603,21386 47626 47766 16083
2831037,49306 42144 9901 20156 37066 16619 27395 47409 2913 23909 4500 43459
2210063,5124 22935 1581 29487 33470 4447 30696 5612 31865
2942975,43876 16797
2576726,18439 22039 41148 47325 46853 38756 29061 8616 36316
393710,48805 10411 29487 19145
3381876,16436 32338 32472 17706 2376 9593
911641,45066 21903 49683 24852 4920 28985 15290
882944,47766 49610 21709 5077 25691 41844
2322267,3464 28553 29837 11030 47766 9390 27966 23236 39877 40268 9839
823282,4493 16696 26209
2453056,10768 22035 37947 19057 17553 27845 23879 13176 21903 10132 29600 12745
2922775,39581 16234
3320760,44632 26620
3368229,27521 21137 6182 5194 37067 38739
2347682,24838 47626 21903 10129 37022 19057 13176
2204756,8475 39993 33478
1004919,24239 6265
1843577,8277 21616 38003 47766 24852 8518 43352 39275 21938
1081610,24852 10054 29095 5077
2832065,28934 47626 27019 6287 13712 21903 14891 26940 8138 45007 43889
1230890,21137 19057
3022345,28204 17468
702548,46709 42244 8467 31618 9666
871642,24852
1223074,3599 5785 13380 42450 8021 8567
599992,20995 17979 47766 41259 46049
897579,10851
969829,14010 31683 36216 13176
3320024,47626 34969 9405 33471 45848 25443 27022 40338 25495 4580
3107213,47626 40490 33231 16864
2870667,46979 33027 49683 24852 29223 17322 24235 28080 32177 21938 40772 36430 26197 20313 41950 8424 30194
440228,38453 31805 31869 11925 31964 22963 18394
1234772,38293 5015 2716 39108 37067 31717 1511
2268813,17419 22035 30233 17600 42736 37646 24852 38164 38689 4920 2962 11712 42450
3379966,42504 47626 26209 21137 24267 13176
2902889,3957
3048514,37022 44393 19820
2681610,49683 26209 13447 25753 36189 13176 8174 31215
1833651,48679 43086 37646 22825 28985 3957 4472 13176
2880937,1463 16825
2233684,24685 45680 22707 24852 25371 12068 45867 47946 22448 5077
1228722,42244
3152313,36482 24852 30117 4792 11707 21616 756
2136027,45066 24852
970753,6669 19612 24852 26914 25890 21903
1213078,40454 32403 37552 10957 35613 3995 10145
2182556,25138 18523 26209 7308 21137 31915 27845 13517 33527 24852 27966 27454 47485 17794 15751 23543
702801,47766 34466 8424
2999781,40332 27939 29509 29923
426179,42768 24852 47766 35921 36695 26209 31717 10749
830619,38277 21903 22035 24852 42265 12315 31915 43768 32689 21938 30391 39928 1468 28476 6336 41950 41065 47734
3055633,196 39275 43352 16797 31102
2647673,49544
973656,26209 18531 9839 5240 5769 47766 31915 45747 15040 32465 35108 23375 14678 42356 3977 22935 16797 28079 45007 24024 6631 4605
2523478,13966 27056 196 45389 23909 46572 17914 44027
973858,24644 27179
3204984,38928 22802
1886464,11913
2605155,16409 32 38944 12075 48230 1640 13045 13176
1008663,21137 31404 24852 38689 37158 22825 11707 34262
314945,33671 47626 21650 19348 16696 3389 31683 3651 196 41290 37215 26209 35948
288526,432 43826 9411 16965 21463
2726261,22310 21709 19677 14947
501973,6184
1252630,11777 19987 11367 7963 13245
2281891,42445 6644
1381108,42719 28985 21903 24535
2651125,16262 43154 21267 13772 34262 13176
1847930,24841 36011
2333614,12872 24838 1463
1837103,19171 26369 24852 39275 13176
773538,27845 15592 42736 24852 30489 42265 2846 27966
1759800,47766 34466 40174 24852 25890 5479
1518339,3917
1722789,48527 32403 24852
203049,21903 39928 49478 43122 13176
2869006,21009 13176
1135684,12315 43295 36792 21949 47209
1063966,47629 9755 39032 19604 49354 12508 17122 43772 11520 24852 38739 47977 25985 16797 21484
556815,8193 30274 34915 10957 40174 41715 24852 49439 43459
232071,15618 26743
1978067,49683 44632 6347 8412 24852 27966 21903
2150222,9881
814500,16797 9387 43693 13176 43772
3186303,48808 28221 17341 20682 27247 21501
186029,35370
1431909,11182
3056270,33198 35406
1960357,45064 4210
2191515,24852 15399 5063 32460 47209 13176
32706,30233 46676 10339 38533 11399 43154 22170 45221 36011 30440 40706 22832 27966 48453 4952 49519 36724 17284 22959 9138 39877 31730
2610670,12341 39275 116 13176
2968850,48657 24852
2861206,22035 17985 27845 6962 40310 13176 24964 21903 34243
322286,27086
1266606,47766 27845 40706 30480 24852 46906 5077
1640030,20940 13176
2292822,20114 27741 36729
171950,49683 19511 35383 33386 34449 44277 24852 29487 33129 25544
2016950,21903 34197 13176
1562081,28934 28553 41259
1843131,30233 36397 48222 47209 19057 41588 40063 11422 17600 27344 5876 27966 42828 30561 13166 34166 13176 37276 22963 27086
313962,24964 39812 47626 22034 22935 27554 26165 18105 24009 27104 32864 18656 7658 9839 9327 14197 24184
2759203,29503 16714
434937,28572 5535 33198 34358 26209
1508775,48520 16797 17313 14114 25890 21292 32689 17122 12899 8048
1062753,41354 14999 22959 16696 25146 27514 32109 13176
935557,14084 9060
2239867,13893 45723 30489 13646
1516496,49235 47209 30830 21137 12440 1194 260 5918 13176 1940 26604 47601 5115
2001698,40706 36867 47626 21903 49683 47766 33120 2535
1624308,12384 21616 42701 24852 5450
1174382,18465 37947 8277 47209 21137 5785 11499 5876 28928 19731 28985 37317 12745 5077 38895 38383
1795550,24852 21405 46667 8277
2828213,21601
452953,49508 40939 4942 32851 5077 24184
854379,7693 3126 3169 12919 38557 43209 12606 19348 29104 22520
641088,45955 21137 5450 44661
2170780,11265 47962 4605
2304894,1896 13176 16254 48109
1470039,47877 4102 21137 38819 24024 27243 22124 13050
2577801,21137
2477187,14084 2966 6808 30489 41890 19759 432 33352 25931 5068 31717 13176
2533575,24852 33120 5479
2922599,16793 26911 43961 48878 19057 13176
2711893,30391 8174 19057
2478178,9092 28199 12341 15419 21823 20672 48450 6347 19660 42701 33741 3952 13176 33401
2966674,47626 49192 28715 40008 14947 25199 4294 11520 37646 42768 24852 16174 46413 34126 3464 21903 49075 15290 27104
1669400,41220 24852 432 16185 16613
1363678,31759 38978 20940 49235
1143946,24852 23341 40770 43205 49352 44142 24184
1068669,4210
2265929,47209 8859 46842 3381 45374 329 17338
2325872,22035 47209 9839 7673 37646 42768 32566 4957 5479 13176 14233 33198 33731 27104 33787
2525067,21288 38768 9076 17207 43352 16797
646605,36865 32134 30480 6567 5545 8490 28465 37687 13263 8021 44632 20842 31981
720410,21019 12341 8277 31371 14996 9934 13176 45504 10749
33031,13866 34886 3676 40028 19619 8958 24852 22340
1959644,14233 39322
988112,42625 28842 5450 33198 24852 46069
1052945,14992 24852
2422075,5212 24852 17794 21392 45504
317216,39448 40348 2103 8536 13790 37215 35045 5097
302801,27522 34281
2553339,5258
1387701,16797 6184
289603,33548 21137 24852
3006881,30720 20738 39299 37646 19086 21137 47977 39275
2631089,12941 39216 18362
1795492,47402 13176
3132587,34565 8038 20842 10867 32249 15999
3142541,16797 21292 30827
569583,49198 10477 30320
2542291,23908 25437
2063710,8843 20940
2525146,45081 44966 8230 44201 46650 42814 25167 21841 47209 40183
907645,2822 21386 34969 45081 15592
2368224,35503 5238 35065
2718762,28682 21903 22035 47209
1168192,13807
3259281,48186 47209 42701 11710
3399592,10962
1973112,40709 16044
1058460,941 4920 29373 17731 11463 5450 30170 35825 15100 44799
1966864,47888 24852 14999 40348 38192 48871 3696
1945268,17794 44954 5566 26312 34027
1073730,21292 44987 8048 41973
1882730,43772
1396430,43086
604,24852 16797 12099
2888456,48247 19613 38562 28380 23282 5876 36127 38689 10017 27966 25407 19268 3957 13176 46969 21903 7076 33198 17872 13292 48109 38383 26604
2812383,45066 37646 48335 19951 13176
1955496,19084 47890 49683 32689 4713
2560443,12427 37710 42265
2922070,18465 21616 40078 24852 12745 1511
3016022,28930 24964 22935 22064 47209 44142 13176
2188864,21137 47766 42958 24184
576121,29487 40164 4595
588029,5258 6184 32303
3153061,7631 20842 47209
3162452,18434 36550 5450 16759 13176 6046
868000,47766 432 13176
2828620,14379 12683
1811626,36676 40997 18089 38067 39101
1985215,46906 5456 18531 42724
3051430,45066 13870 28465 41177 8309
2568106,46149 13176
1763829,49176 9762 36551 41682 24799 19173 31992 37654 37215 33651 13263 42460 41453
3174604,21903 16528 34214 9138 22963 4658 34244 7493 34635 8021
1265266,39428 13385 24852 29487 47962 20919 10193 44536
66608,24852 22959 29487 40396 45007 6104
826148,47626 45104 34358 8277 21137 14996 43768 24852 2344 27966 5479 39275 8638 12252
3156310,20448 36103 18441 42768 116 27156 18615
866882,28204 27845 4942
193557,48205
1627223,33198
3197971,36640 47209 49131 35951
2520971,48907 27662 34487 24571
1142091,41787 17600 7647 33120 47209
3341307,31683 49517
233508,27156 28199 12341 47672 26209 19057 24184 21137 30391 4799 260 24841 24852 2855 4920 41787 27966 13646 5460 36735 21903 6046 1463
2753399,19660 196
2058267,13702 43154 5785 40229 18599 33081 8518 5450 27086 5212 28769 14050 16616 13176
1497223,34969 27344 37335 14050 47209 8174
1189557,8193 42515 44059 33827 8744 6209 36956 46189 8859 40627 695 20674 26312 22750 43772 21761 47366 41242 7968 17200 12108 31058 15201 49522 47993 41351 13718 16797 7069
2581161,40233 10831
143364,18987 16965 44142 10358 28299 27288 24780 39127 27356 34702 2962 15269 2481 3539 39394 39921 28157
1898676,36865 48034 11448 24799 26604
2208839,1940 22164 38200 1999 49235 47209 5876
2198205,31222
1205012,21903 28985 6971
2298362,4138 32331
3365313,19049 21616
2395167,17795 44560 21137 44051 24852 2326 17949 15011 6452 32566 14778 35132 35914 19019 23765 21083 44008 47209 17002 9839
468925,45066 47626 28204 23622 26209 22115 31853 31343 21616 43122 17027 47766 26790 20169 24850 45842 24852 42265 23375 32655 6046 15290 5063
612563,5134 22035 30233 28745 47209 21137 36082 11005 24852 30489 38689 17706 30020 9550 3957 21903 34199 18849 18362 45007 38383 10749
2337131,28931 28459 20191
3233721,24852 22935 25890 5161 36011 36014 18382 27344
1858286,31651 196 26348 9755 27839
1379286,29697 47144 19505 15424 13380 48205 27760 5782 5818 17668 8536 12212 5068
335034,40196 48907 36535 4187
3233989,21903 32786 24852 47766 30489 5785 15712
1166060,42625 45066 45453 9741 44560 21137 15902 18465 32420 9138 13629 28993 1090 5450 46676 43735 35939 30440 19049 25588 36216 22395 25340
2528083,23047 37646 9623 30489 42265 17468 30784 20039 32740 46820 8174 14449
422768,17550 30169 42342 7035
2609607,24852 17794
3107830,47209 37646 5535
299684,18023 12341
1664017,20632 30489 27845
1592053,13829 32781 46117 18479 42063 49235 21137 43192 26346 7963 8518 34126 21841 9058 21903 27548 7676
585318,20161 25890 7860
598315,12341 31805 13176
1518236,47626 49683 11440 44761 36085 24830 24852 38689 5451 13176 47492 43967 36316
258011,47626 39947 7559 26620
305506,18615
298888,26165
2973334,11776 47630 47119 24852 27156 22425 22451 6210 27845 8518
2234491,18618 39408
2036588,38818 16683 41970
535589,26209 47209 29837 43662 45200 21137 12039 37646 37158 13629 27966 14678 44375 39275 3957 21903 44449 32717 45007 18926 8174 43504
560098,26369 24852 18234
426349,48370
2838378,21292 23662
238857,34335 39475 18523 22124 42093 8309 40571 24799 24852 28465 4957 24954 6015 7563 5547 33754 18926 33787
574867,32293 41658 5194 39509
1087274,5262 24852 4210
461708,26405
967384,33787 45066 39947 49683 17429 8736 28204 46676 44632 18523 14947 12392 47209 6287 46226 5785 9387 45747 9421 12023 40706 24838 24852 46906 27966 15700 4957 30571 4462 33195 13740 43961 34262 30169
2348232,14947 36698
3248637,19348 27179 4920 12481 5077 24425 39408 18805 6139
1604257,35221 38689 27086 14947 13176
981029,3108 48192 12384 26209 1695 35072 31506 38164 16185 23909 16759 13176 26497 5535 30117 18362 20985
2926217,20995 27156 18465 46667 43086 30290 8277 9337 8362 8368 47804 31948 35535 48848 40725 13176 24489 29622 45007 21982 6636
1813785,40199 32403 16797 43352 9076
2658262,47912 15081
1184154,43621 16616 28928 2314 28985 9038 13176
120812,32 27695 33352 21083 47766 24235 22525 37646 24850 42265 34095 12597 10749 33120 20842 39275 11130 22935 432 11185 24062
888816,45066 18465 47766 24852 49451
1987011,24838 42987
1526564,32403
2336733,25890 13733 45007 30169
2835619,42781
2817070,24713 31808 23909
3232915,8072 24852 5077 22124 4210
3108310,6287 9421
1178626,13634 6615 8571
304379,717 29104 22520
6104,21137 41453
2745320,9886 27845 40396 8269 29145 18523 48476
981602,41757
2766366,47626 49227 26209 6852 42240 3389 37795 7116 3039
1434401,15424 36316
40885,24852 43209 31981
3046453,28427 28459 38200 20463 13176
191120,42545
75014,32689 30776 22330 11123 31231
2630426,31040 7563 40396 7412 46106 17791
2475581,46654 13249 11090 47209 19057 13176
2447777,5258
284490,3957
687825,21903 33120 13176
1764122,6187
2703043,47626 41065 47766 25272 8424 24852 23375 21903 22935 39928
967012,47616 16083 26369 40310 13176 46584 39928
3364311,21868
2124632,5479
543300,12341 21616 13049 24852 22825 8518 25931 49610
2103431,37776
1907210,20738 28680 32689 12341 20940 10326 20955 15200 39275 13424 13176 8571
3043043,21769
1819191,39581
3110162,11777 36956 5785 6348 6992 48988 3957 25013 30718
820572,11288 20557 2643 48726 21616 39040 5764 35992 45210 2716 42710 5450 26453 16757 13176 17284 47029
3286631,13866 28204 34886 12919 21777 6473 23909 43892 22959 17859
730026,8277 44632 27845 40706 27966 41806 13176
1447354,24852 8744 47058 32855 24425
1189176,25472 24195 39702 22585 17864
458169,16797 45437 9515 13646 26209 7156 13949
584157,16797 21288 42803 12341 4920 43352 4724 13176
1630299,21137 17560 6361 29487 21903 432
2814442,14999 43565 79 37630
315739,39475
412451,45066 25146 47167 44098 38985 47196 34448 12456 21162 27845 18176 13176
732895,27156 47766 19875 19660
1082588,16521 24852 47766 30489 432 5684 3835
1249117,31720 9172 11512
3120270,21573 11759 32689
2845461,17313 29223 10326 38768 13176
2537579,39180 21137 9363 30391 4920 12099 4957 39928
932000,30233 12464 39475 1463 9421 13176
540665,47626 47144 44142 25199 37524 47766 26283 12980 8424 24830 24852 38200 45374 41290 36695 21903 27086
3053917,18689 45364 38205 23634 19816 41588 7806
1181332,34866 31288 2130 44632 28790 21137 30391 36076 40199 24852 25879 3896 5450 42828 5456 2386 19821 21903 24518 6104
2178965,6182 30696
2191806,530 8744 19511 23608 22105 169 32433 3885 14147 44487 33225 5068
804180,40742 32455 35561 21137
1045089,47766 5876 24852 32655
1232589,16797 21288 12341 43352 33768 13176
2144572,27790 14364 17207 33000
745096,47119 329 38772
1243899,28465 22849 13176
1378473,21137 24852 45007 31714 3952
1167386,10246 46667 13984 35496 30391 42699 5876 43789 28985 26940 13176 21903 2480 28601 4039 41950 31717
2048245,46539 20844 4942
1529861,5258
1261336,24852 43594 49354
477392,21903 28985 5450 43875 40310 5114
2411059,16797
1013510,8324 35135
2319906,49416 40587 24852 43310 228 14833 9076 20734
291479,47630 47766 22935 16290 1194 47021 41950 13176
2255290,14999 10070 33772
1878160,10761 27695 33845 651 34448 47788 19677 24852 38689 22825 28156 46979 21903 22963 27104
3089511,37646 22035 22825 3631 44765 8174 13176
409170,39993 4605
2255120,26882 24964 42768 31506 15763 11408 34358 28985 25659 33232 48745 48364 9839 22260 24830
3004753,196 6184 38928
869539,24852
46690,31040 8518 28204 34128 21903 6705 46676 47766 10749
1726561,47626 45066 2078 21083 47766 25890 389
2973856,34824 44683 32911 47766 25890 38313 44970 28597 22969 11707 22210 12492 23373 5077 46807 13176
1677409,39475 21077 5728 47209 19053 27247 28289 15567 37687 44359 1879 39275 22935 39861 45007 27625 5612 10749
2924105,6184 39275 32303 42265 22362
156481,43026 11034 31610 24899 17993 12879 13822
2585238,22035 44632
2394231,21292 32689 12341 38768 13176 8571
987531,47626 45066 22713 26620
1813094,17795 24852 27845
124293,5250 26629 3599 24107 12858 34499 43352 30169 5212
2192865,17794 27531 24852 5818
2368251,24852 47144 16826 11461 24954
1385299,12341 39108
3063082,47626 7693 49683 2708 14999 14886 2228 34358 27730 32211 10580 47357
2994747,5902
3265434,28289 40706 48395 24852 44949 36011 4920 19156 5077 35940 36070 19057
18858,24852 30489 27325 44233 27086
2172912,25890
1533658,41290 13176
900074,33090 20842 21616 17631
2978054,14089 34448 14633 46650 16766
922212,13838 2086 21616 21137 5785 46308 32486 5876 23288 19213 27966 21329 8021 19802 49521 33198 25031 19448
1811585,47366 13176
282708,36406
2043956,5564
3037100,17461 21616 21137 8386 13176 21903 13249
525299,47626 21137 49683 47766 13083 25146 13646 18523 40571 40174 39928 33787
3166707,21137 4793 16083 26364
1868327,37646 21903 30391 7781 5876 26620
924035,45066 38293 22888 24830
3116980,26209
1188570,7963 19384 16616
3222879,12131
1859240,18023 1065 22802
1255882,44961 27845 39411
2092500,12678 49465
1810415,3265 39275 30827 38768
2872644,28537
2258474,17794 29447 47766 28204 40268 31717 38383 21616 41588
2803656,5636 3114 28977 15539 16696 31808 16965 49363 23909 37611 25457
1670867,5134 22035 1577 5684 44632 47209 35951 21137 4799 37646 12060 27966 25931 39275 13176 21914 18370
3348048,40706 45066 36107 47626 26894 19348 9366 47766 42265 16797 25890 1700 42803 4920 19006 12638 12258 35045 24810 24184 21497 9210
3101725,36550 44359 2504 35535 5876
1182195,35221 47144 13249 21709 44632 14947 26620
417875,39922 12341 13176 8571
200211,15680 196 46149 27839
1772252,21903 21137 28437 14874 22963 39928 15290 27966 7781 23029 13176 4472
3169727,287
2023917,42633 47759 19604 16797 15412
1450392,8708 41488 24852 16797 21410 20659 18102 1228
2775064,6631 26096
2215530,29313 47977 12919
266943,21137 42828
213330,30233 13870 5322 29447 24852 8518 5456
2770021,5258 13259 33783
2599917,33845 38544 21137 47766 27845 11520 14084 28985 33120 13176 21903 19354
2723041,9020
2679591,23044 44622 14947 20119 5785 17579 47792 24852 46906 25949 44910 18362 27086
2414495,6448 11953
3065643,3599 12745 35417 3957
397283,196 31102
587980,31651 196 19660 49235
2986842,47626 47766 24964
2027990,47209 19057 11520 4957 48523 21463
1051770,40709 24362 38444 36664 9018 27388
498037,44998
2356580,100 24701
3180078,40174 41757 33120 41950 27104
1303957,16387 46616 47209 6287 21137 36036 37067 22220 17131 5876 27966 3957 4472 18811 11140 24964 32655 21405 12703 25513 34232 45007 34270 41950 8174 39928
1836524,36865
1982910,30121 34867 46900 26165 18382 12638 29675 19575
524101,35842 1947 40541
228203,24852 14371
2738107,8803
1187668,47222 17584 6344 48925 37192 16848 27104
226316,11368 47209 30391 5303 36036 18689 13176 45445 20899 45007 36316
2429418,12341
1015985,43154 33065 19511 35948
1449648,21019 13866 28204 9292 25706 44156 9387 20682 23296 33548 24852 30597 19348 5077 32239 24053
2755264,24964 24838 47766 21938 43961 35939 24184
148253,2078 42701
16511,47626 21267 42265 45007 13176
1497508,17794 39558 24852 15285 32478 24184
3274861,7559 47144 6825 28851 24852 35221
1024954,15905 9421 38480 30169
2884589,40332 1940 941 5450
911770,24203 35221
690435,23094 13380 46676 12384 14947 36036 42719 45842 44820 41315 5994 39276 21890 2983 32689
2116534,23909 24852 5077 5884
858401,21512 49185 15683 38003
594698,28204 11869 43632 4210 158 21206 44799 24852 22839 5450 27020 8153
222612,27796 196 33493 30827
3105897,40992 18465 14947 47209 18594 21162 48301 12545 46906 13176 21903 9203
2434718,21640 19341 277 12565 14488 6686 26689 29509 5077 40285 17119 28647
94911,13444 19348 24852 18071 28836 43945 46260 35921 8277 34269 39275 33021 4605
1081114,24852 43352
841170,36011 33000 39180 24852 28993 8087
796325,3631 45633 20082 27845 37646 24852 41787 21903 16797
2585249,23296 22017 24852 16797 17322 4920 12606 9076 13176 35199
2944366,20118 27344 25817 36709 42342 39275 33911
588272,35221 22935 48679 5973 44632 33000 47209 13176
1550568,20250 39127 12916
2919667,26369 16797 5479 5612 44910 39928
3039409,23554 18610 5428 30391 25146 43967 41290 37067 7260 18418
1567150,26317 17122
3073713,6692 40545 1158 39928 19660 29941 28934 24852 28553 22451 39408
2936537,47766 3481 46372 37074 8277 21616 20082 13176
2926923,44570 49191 432 5450 26620
2418381,18564 42347 6104
543208,17949 28204 18523 23644 23645 21603 20580 3721 18594 4781 36574 24852 2326 30489 38694 6489 4957 10089 17795 27086 5077 33754 41950 23029 29180
1324486,47766 40174 13176
1918699,27845
2484676,45066 44560 24852 162 20015 5450 35951 25199 13176
3138523,9189 13176
2603899,45066 21903 24852 47766 12440 34969 18465 23354 8518 42442 5322 28373 26209 14947 24035 30450 23288
443094,16083 41950 47209 35951
75665,38400 14897 46189 44170 31987 47368 24852 7533 32141 34716 26030 46575
1742366,6532 5002 14999 28204 23760
1875211,47626 12341 5194 26209 9839 21616 28278 21137 26278 17600 39160 37646 30489 25890 13176 30117 21938 14778 33731 44008
2529605,26384 16826 21497 4605
3131268,1940 15424 36064 47977 17900
93324,47626 24852
993476,47144
3405992,6592 5782
2804809,22021 45588 2416
1216346,31964
2373295,47890 28745
410725,24217 25949 40670
2669227,8571
2807693,21903 21009 24852 46616 45603 14764 28226 27845 42828 36339
2385651,2694 24160 47209
145978,35845 8725 29299 16514 9859 6789 44177 13544 26861 22304 14161 42913 4562
2924753,12099 2408
894344,45596 23106 49615 49235 24177 13176
1316039,38768
3168484,6287 27086
2610405,18439 30233 24852 41787 1940 16797
282720,42500 46149 43739 39657
3194277,37646 21137 47766 30233 37158 11576 26317 34128 27344 4688 21709 10070 26209 14947 47209 13176
3014739,45066 20119 33731 1999 44765
1564508,26096
1337010,47209
113009,27156 35887 25138 42059 47209 21137 4799 37067 5373 7948 43352 11109 48595 23516 25072
1484062,432
1783585,18523 14947 40571 22227 4957 21914 33716 33787 26620
325720,47248 14875 47933 30696
422993,14084 21137 20161 16965 19660 13176
3323457,22035 47144 47766 13560 25890 16185
883083,26135 14901 100 1181 9387 4792 26839 38124 24852 14111 8501 4920 47946 15183 24952 16797 29646 30696
873720,18908
2110085,4952 48220 10339 15984
1394982,19660
1302962,35842 17949 8251 26209 5785 11520 24852 30635
80305,37646
1071927,8320 9739 24082 10006 34584 39877 49235 18531 13176
999195,30353 35221 42139 45007 47211 8309
773633,40709 21903 24852 47766 40604 28199 29487 432 28226 23879 42699 5456 18523 5115
953279,21775 4508
2025309,33198
743747,24419
387726,9358
1863672,24852 46616 15011 2748
288381,30233 6187 2091 19057 5785 33000 24852 30489
438719,14466 8174
2953367,5818 44632
2325457,47626 24275 24852
2123609,31850 4731 13287
2933800,19677 24852 10189 42495
1192841,21376 49 30391 11078 38240 35042 44142
2150293,49544 33065 35184 13176
2748052,21903 49683 47766 22170 48057 26209 5876
949085,46260 14576
3375268,3665 18534 24210 35507 8372 24852 30597 23437 33273
933184,24852 47766 16797
365133,37646 33055 27845 13176
2984732,30274 9844 7860 34013 38664 37144 41290 31573 7017 8572 40338 5564 25551 17878 5077
2343713,24852 11368
1498465,47141 15937 17053 48290 15526 34993 7881 23288 46341 40198 46886 1940 3990 44980 27102
2825991,7681 28204 46667 3714 21137 34565 24852 32033 17704 45368 41319 18288 21376 24964 10644 22504
2820348,128 4603
3154325,11408 34969 28720 1890 5876 28278 13176
1090159,35633
2547743,47209 5785 19678 5876 27966 32655 22935 31127 26604
1068145,18432 49594 39884 4987
2178117,19030 4605
3148144,49520
132107,14858 34608 39475 21019
2508278,47626 21137 43768 24852
2349883,21903 45200 48679 2855 28985 30024 33000 47209
353846,10753 18465 8277 14947 47209 30353 1681 34977 30391 27845 35530 40174 29950 24852 42265 22825 3376 12686 48057 18370
5921,20114 18465 26209 11109 47209
1525632,37274 47144 6448 17981 21070
667297,38025 47141 41276 196
2162064,47626 27845
858774,22035 24241 39877 8277 13176
2340676,24852 44632
